State,County,Votes_Left,Votes_Right,Total_shootings,Normalized_Shootings_rate,FIPS
Maine,Penobscot,306,512,9,1.000,0
Maine,Sedgwick,321,511,0,0.000,0
Maine,Sorrento,0,0,0,0.000,0
Maine,Southwest Harbor,381,728,0,0.000,0
Maine,Stonington,220,409,0,0.000,0
Maine,Sullivan,0,0,0,0.000,0
Maine,Surry,464,596,0,0.000,0
Maine,Swan's Island,129,132,0,0.000,0
Maine,Tremont,422,590,0,0.000,0
Maine,Trenton,451,509,0,0.000,0
Maine,Verona,0,0,0,0.000,0
Maine,Waltham,0,0,0,0.000,0
Maine,Winter Harbor,179,145,0,0.000,0
Maine,Albion,801,385,0,0.000,0
Maine,Augusta,4155,5248,0,0.000,0
Maine,Belgrade,1166,993,0,0.000,0
Maine,Benton,984,607,0,0.000,0
Maine,Chelsea,917,605,0,0.000,0
Maine,China,1395,1107,0,0.000,0
Maine,Clinton,1096,641,0,0.000,0
Maine,Farmingdale,768,903,0,0.000,0
Maine,Fayette,421,388,0,0.000,0
Maine,Gardiner,1471,1694,0,0.000,0
Maine,Hallowell,445,1277,0,0.000,0
Maine,Litchfield,1260,850,0,0.000,0
Maine,Manchester,810,832,0,0.000,0
Maine,Monmouth,1397,1079,0,0.000,0
Maine,Mount Vernon,0,0,0,0.000,0
Maine,Oakland,1853,1681,0,0.000,0
Maine,Pittston,1034,691,0,0.000,0
Maine,Randolph,533,467,0,0.000,0
Maine,Readfield,818,943,0,0.000,0
Maine,Rome,0,0,0,0.000,0
Maine,Sidney,1688,1184,0,0.000,0
Maine,Unity,455,444,0,0.000,0
Maine,Vassalboro,1394,1075,0,0.000,0
Maine,Vienna,0,0,0,0.000,0
Maine,Waterville,2619,4991,0,0.000,0
Maine,Wayne,343,506,0,0.000,0
Maine,West Gardiner,1317,1000,0,0.000,0
Maine,Windsor,899,477,0,0.000,0
Maine,Winslow,2360,2184,0,0.000,0
Maine,Winthrop,1649,1963,0,0.000,0
Maine,Appleton,407,478,0,0.000,0
Maine,Camden,832,2931,0,0.000,0
Maine,Cushing,520,424,0,0.000,0
Maine,Friendship,477,309,0,0.000,0
Maine,Hope,443,653,0,0.000,0
Maine,Isle Au Haut,0,0,0,0.000,0
Maine,Matinicus Isle Plt.,0,0,0,0.000,0
Maine,North Haven,0,0,0,0.000,0
Maine,Owl's Head,454,584,0,0.000,0
Maine,Rockland,1363,2493,0,0.000,0
Maine,Rockport,776,1694,0,0.000,0
Maine,St. George,660,1108,0,0.000,0
Maine,South Thomaston,403,574,0,0.000,0
Maine,Thomaston,664,960,0,0.000,0
Maine,Union,786,726,0,0.000,0
Maine,Vinalhaven,287,531,0,0.000,0
Maine,Warren,1258,918,0,0.000,0
Maine,Washington,540,415,1,0.095,53000
Maine,Alna,174,320,0,0.000,0
Maine,Boothbay,922,1229,0,0.000,0
Maine,Boothbay Harbor,545,814,0,0.000,0
Maine,Bremen,0,0,0,0.000,0
Maine,Bristol,808,1275,0,0.000,0
Maine,Damariscotta,463,980,0,0.000,0
Maine,Dresden,580,542,0,0.000,0
Maine,Edgecomb,0,0,0,0.000,0
Maine,Jefferson,951,679,0,0.000,0
Maine,Monhegan Plt.,7,51,0,0.000,0
Maine,Newcastle,403,923,0,0.000,0
Maine,Nobleboro,559,729,0,0.000,0
Maine,Somerville,0,0,0,0.000,0
Maine,South Bristol,261,429,0,0.000,0
Maine,Southport,173,306,0,0.000,0
Maine,Waldoboro,1568,1294,0,0.000,0
Maine,Westport,231,303,0,0.000,0
Maine,Whitefield,753,688,0,0.000,0
Maine,Wiscasset,1112,1114,0,0.000,0
Maine,Andover,293,223,0,0.000,0
Maine,Bethel,749,1006,0,0.000,0
Maine,Brownfield,463,464,0,0.000,0
Maine,Buckfield,636,436,0,0.000,0
Maine,Byron,0,0,0,0.000,0
Maine,Canton,374,154,0,0.000,0
Maine,Denmark,392,404,0,0.000,0
Maine,Dixfield,803,460,0,0.000,0
Maine,Fryeburg,813,1060,0,0.000,0
Maine,Gilead,0,0,0,0.000,0
Maine,Greenwood,242,278,0,0.000,0
Maine,Hanover,92,101,0,0.000,0
Maine,Hartford,428,278,0,0.000,0
Maine,Hebron,427,323,0,0.000,0
Maine,Hiram,528,373,0,0.000,0
Maine,Lincoln Plt.,0,0,0,0.000,0
Maine,Lovell,353,399,0,0.000,0
Maine,Magalloway Plt.,0,0,0,0.000,0
Maine,Mexico,676,556,0,0.000,0
Maine,Newry,119,163,0,0.000,0
Maine,Norway,1363,1400,0,0.000,0
Maine,Otisfield,605,535,0,0.000,0
Maine,Oxford,1456,807,2,0.080,0
Maine,Paris,1494,1280,0,0.000,0
Maine,Peru,561,322,0,0.000,0
Maine,Porter,521,328,0,0.000,0
Maine,Roxbury,0,0,0,0.000,0
Maine,Rumford,1502,1275,0,0.000,0
Maine,Stoneham,0,0,0,0.000,0
Maine,Stow,0,0,0,0.000,0
Maine,Sumner,324,206,0,0.000,0
Maine,Sweden,0,0,0,0.000,0
Maine,Upton,0,0,0,0.000,0
Maine,Waterford,557,452,0,0.000,0
Maine,West Paris,552,372,0,0.000,0
Maine,Woodstock,534,368,0,0.000,0
Maine,Alton,0,0,0,0.000,0
Maine,Bangor,5498,8575,0,0.000,0
Maine,Bradford,0,0,0,0.000,0
Maine,Bradley,485,378,0,0.000,0
Maine,Brewer,2568,2533,0,0.000,0
Maine,Burlington,145,56,0,0.000,0
Maine,Carmel,1183,560,0,0.000,0
Maine,Carroll Plt.,73,17,0,0.000,0
Maine,Charleston,580,164,0,0.000,0
Maine,Chester,0,0,0,0.000,0
Maine,Clifton,324,187,0,0.000,0
Maine,Corinna,847,363,0,0.000,0
Maine,Corinth,1147,390,0,0.000,0
Maine,Dexter,1169,617,0,0.000,0
Maine,Dixmont,446,265,0,0.000,0
Maine,Drew Plt.,0,0,0,0.000,0
Maine,East Millinocket,1470,1144,0,0.000,0
Maine,Eddington,903,503,0,0.000,0
Maine,Edinburg,0,0,0,0.000,0
Maine,Enfield,585,279,0,0.000,0
Maine,Etna,495,216,0,0.000,0
Maine,Exeter,366,190,0,0.000,0
Maine,Garland,409,177,0,0.000,0
Maine,Glenburn,1612,1108,0,0.000,0
Maine,Greenbush,499,193,0,0.000,0
Maine,Hampden,2265,2451,0,0.000,0
Maine,Hermon,2427,1447,0,0.000,0
Maine,Holden,1200,871,0,0.000,0
Maine,Howland,390,221,0,0.000,0
Maine,Hudson,484,120,0,0.000,0
Maine,Kenduskeag,514,242,0,0.000,0
Maine,LaGrange,0,0,0,0.000,0
Maine,Lakeville,0,0,0,0.000,0
Maine,Lee,350,140,0,0.000,0
Maine,Levant,1149,477,0,0.000,0
Maine,Lincoln,1723,813,1,0.036,0
Maine,Lowell,193,56,0,0.000,0
Maine,Mattawamkeag,257,120,0,0.000,0
Maine,Maxfield,0,0,0,0.000,0
Maine,Medway,0,0,0,0.000,0
Maine,Milford,922,861,0,0.000,0
Maine,Millinocket,1310,1049,0,0.000,0
Maine,Mount Chase,81,39,0,0.000,0
Maine,Newburgh,599,366,0,0.000,0
Maine,Newport,0,0,0,0.000,0
Maine,Old Town,1668,2365,0,0.000,0
Maine,Orono,1200,3728,0,0.000,0
Maine,Orrington,1405,1089,0,0.000,0
Maine,Passadumkeag,0,0,0,0.000,0
Maine,Patten,0,0,0,0.000,0
Maine,Plymouth,505,230,0,0.000,0
Maine,Seboeis Plt.,19,22,0,0.000,0
Maine,Springfield,0,0,0,0.000,0
Maine,Stacyville,0,0,0,0.000,0
Maine,Stetson,0,0,0,0.000,0
Maine,Veazie,522,645,0,0.000,0
Maine,Webster Plt.,0,0,0,0.000,0
Maine,Winn,0,0,0,0.000,0
Maine,Woodville,0,0,0,0.000,0
Maine,Abbot,288,121,0,0.000,0
Maine,Atkinson,122,49,0,0.000,0
Maine,Beaver Cove,0,0,0,0.000,0
Maine,Bowerbank,0,0,0,0.000,0
Maine,Brownville,467,280,0,0.000,0
Maine,Dover-Foxcroft,1356,914,0,0.000,0
Maine,Greenville,644,486,0,0.000,0
Maine,Guilford,466,248,0,0.000,0
Maine,Kingsbury Plt.,0,0,0,0.000,0
Maine,Lake View Plt.,0,0,0,0.000,0
Maine,Medford,112,46,0,0.000,0
Maine,Milo,781,410,0,0.000,0
Maine,Monson,289,173,0,0.000,0
Maine,Parkman,333,148,0,0.000,0
Maine,Sangerville,479,255,0,0.000,0
Maine,Sebec,305,117,0,0.000,0
Maine,Shirley,0,0,0,0.000,0
Maine,Wellington,0,0,0,0.000,0
Maine,Willimantic,0,0,0,0.000,0
Maine,Arrowsic,104,260,0,0.000,0
Maine,Bath,1540,3421,0,0.000,0
Maine,Bowdoin,1079,755,0,0.000,0
Maine,Bowdoinham,856,1123,0,0.000,0
Maine,Georgetown,294,525,0,0.000,0
Maine,Phippsburg,745,794,0,0.000,0
Maine,Richmond,1056,934,0,0.000,0
Maine,Topsham,2390,3944,0,0.000,0
Maine,West Bath,629,737,0,0.000,0
Maine,Woolwich,1062,1038,0,0.000,0
Maine,Anson,796,398,0,0.000,0
Maine,Athens,332,167,0,0.000,0
Maine,Bingham,349,215,0,0.000,0
Maine,Brighton Plt.,0,0,0,0.000,0
Maine,Cambridge,0,0,0,0.000,0
Maine,Canaan,749,384,0,0.000,0
Maine,Caratunk,0,0,0,0.000,0
Maine,Cornville,471,283,0,0.000,0
Maine,Dennistown Plt.,0,0,0,0.000,0
Maine,Detroit,276,151,0,0.000,0
Maine,Embden,375,181,0,0.000,0
Maine,Fairfield,1843,1428,0,0.000,0
Maine,Harmony,0,0,0,0.000,0
Maine,Hartland,610,266,0,0.000,0
Maine,Highland Plt.,71,42,0,0.000,0
Maine,Jackman,0,0,0,0.000,0
Maine,Madison,1411,928,0,0.000,0
Maine,Mercer,0,0,0,0.000,0
Maine,Moose River,0,0,0,0.000,0
Maine,Moscow,194,74,0,0.000,0
Maine,New Portland,0,0,0,0.000,0
Maine,Norridgewock,1128,687,0,0.000,0
Maine,Palmyra,800,325,0,0.000,0
Maine,Pittsfield,1156,817,0,0.000,0
Maine,Pleasant Ridge Plt.,0,0,0,0.000,0
Maine,Ripley,195,100,0,0.000,0
Maine,St. Albans,0,0,0,0.000,0
Maine,Skowhegan,2215,1876,0,0.000,0
Maine,Smithfield,342,269,0,0.000,0
Maine,Solon,365,243,0,0.000,0
Maine,Starks,237,137,0,0.000,0
Maine,The Forks Plt.,0,0,0,0.000,0
Maine,West Forks Plt.,0,0,0,0.000,0
Maine,Belfast,1259,2847,0,0.000,0
Maine,Belmont,319,259,0,0.000,0
Maine,Brooks,317,246,0,0.000,0
Maine,Burnham,389,234,0,0.000,0
Maine,Frankfort,441,220,0,0.000,0
Maine,Freedom,236,201,0,0.000,0
Maine,Islesboro,120,309,0,0.000,0
Maine,Jackson,191,134,0,0.000,0
Maine,Knox,540,415,0,0.000,0
Maine,Liberty,308,265,0,0.000,0
Maine,Lincolnville,548,1059,0,0.000,0
Maine,Monroe,266,308,0,0.000,0
Maine,Montville,266,346,0,0.000,0
Maine,Morrill,355,242,0,0.000,0
Maine,Northport,408,670,0,0.000,0
Maine,Palermo,537,381,0,0.000,0
Maine,Prospect,242,170,0,0.000,0
Maine,Searsmont,481,430,0,0.000,0
Maine,Searsport,721,843,0,0.000,0
Maine,Stockton Springs,508,529,0,0.000,0
Maine,Swanville,454,339,0,0.000,0
Maine,Thorndike,0,0,0,0.000,0
Maine,Troy,0,0,0,0.000,0
Maine,Waldo,340,233,1,0.159,0
Maine,Winterport,1238,1032,0,0.000,0
Maine,Addison,451,235,0,0.000,0
Maine,Alexander,224,73,0,0.000,0
Maine,Baileyville,421,239,0,0.000,0
Maine,Baring Plt.,0,0,0,0.000,0
Maine,Beals,0,0,0,0.000,0
Maine,Beddington,0,0,0,0.000,0
Maine,Calais,856,626,0,0.000,0
Maine,Charlotte,0,0,0,0.000,0
Maine,Cherryfield,417,212,0,0.000,0
Maine,Columbia,0,0,0,0.000,0
Maine,Columbia Falls,204,119,0,0.000,0
Maine,Cooper,62,35,0,0.000,0
Maine,Crawford,0,0,0,0.000,0
Maine,Cutler,0,0,0,0.000,0
Maine,Danforth,0,0,0,0.000,0
Maine,Deblois,0,0,0,0.000,0
Maine,Dennysville,0,0,0,0.000,0
Maine,East Machias,528,270,0,0.000,0
Maine,Eastport,339,474,0,0.000,0
Maine,Grand Lake Stream Plt,60,37,0,0.000,0
Maine,Harrington,0,0,0,0.000,0
Maine,Jonesboro,0,0,0,0.000,0
Maine,Jonesport,0,0,0,0.000,0
Maine,Lubec,406,457,0,0.000,0
Maine,Machias,461,395,0,0.000,0
Maine,Machiasport,336,216,0,0.000,0
Maine,Marshfield,208,102,0,0.000,0
Maine,Meddybemps,0,0,0,0.000,0
Maine,Milbridge,391,326,0,0.000,0
Maine,Northfield,81,38,0,0.000,0
Maine,Pembroke,0,0,0,0.000,0
Maine,Perry,0,0,0,0.000,0
Maine,Princeton,340,118,0,0.000,0
Maine,Robbinston,0,0,0,0.000,0
Maine,Roque Bluffs,0,0,0,0.000,0
Maine,Steuben,409,245,0,0.000,0
Maine,Talmadge,0,0,0,0.000,0
Maine,Topsfield,100,24,0,0.000,0
Maine,Vanceboro,0,0,0,0.000,0
Maine,Waite,0,0,0,0.000,0
Maine,Wesley,0,0,0,0.000,0
Maine,Whiting,0,0,0,0.000,0
Maine,Whitneyville,0,0,0,0.000,0
Maine,Acton,930,651,0,0.000,0
Maine,Alfred,948,983,0,0.000,0
Maine,Arundel,1347,1405,0,0.000,0
Maine,Berwick,1519,3186,0,0.000,0
Maine,Biddeford,3703,7019,0,0.000,0
Maine,Buxton,2686,2416,0,0.000,0
Maine,Cornish,478,429,0,0.000,0
Maine,Dayton,756,582,0,0.000,0
Maine,Eliot,1788,2839,0,0.000,0
Maine,Hollis,1535,1268,0,0.000,0
Maine,Kennebunk,2682,5368,0,0.000,0
Maine,Kennebunkport,926,1777,0,0.000,0
Maine,Kittery,1809,4418,0,0.000,0
Maine,Lebanon,2178,1232,0,0.000,0
Maine,Limerick,948,813,0,0.000,0
Maine,Limington,1357,856,0,0.000,0
Maine,Lyman,1537,1315,0,0.000,0
Maine,Newfield,575,362,0,0.000,0
Maine,North Berwick,1557,1465,0,0.000,0
Maine,Ogunquit,311,731,0,0.000,0
Maine,Old Orchrd Bch,2368,3708,0,0.000,0
Maine,Parsonsfield,564,469,0,0.000,0
Maine,Saco,4497,7794,0,0.000,0
Maine,Sanford,5176,5382,0,0.000,0
Maine,Shapleigh,1034,704,0,0.000,0
Maine,South Berwick,1734,2748,0,0.000,0
Maine,Waterboro,2471,1861,0,0.000,0
Maine,Wells,3333,4465,0,0.000,0
Maine,York,3352,6117,4,0.038,0
Maryland,Allegany County,19939,8050,2,0.006,24001
Maryland,Anne Arundel County,110684,133998,9,0.003,24003
Maryland,Baltimore County,119305,177865,29,0.009,24005
Maryland,Calvert County,24786,21814,0,0.000,24009
Maryland,Caroline County,9237,3572,1,0.007,24011
Maryland,Carroll County,54176,29135,1,0.001,05015
Maryland,Cecil County,26880,13567,6,0.013,24015
Maryland,Charles County,20289,35937,3,0.005,24017
Maryland,Dorchester County,7804,5295,0,0.000,24019
Maryland,Frederick County,57314,64016,6,0.004,24021
Maryland,Garrett County,11654,3098,0,0.000,24023
Maryland,Harford County,69468,43381,7,0.006,24025
Maryland,Howard County,46442,122060,5,0.003,05061
Maryland,Kent County,4707,4830,0,0.000,10001
Maryland,Montgomery County,72888,265188,12,0.003,01101
Maryland,Prince George's County,31904,317102,1,0.000,0
Maryland,Queen Anne's County,18179,10209,0,0.000,0
Maryland,St. Mary's County,30245,22511,1,0.002,0
Maryland,Somerset County,5405,3542,0,0.000,23025
Maryland,Talbot County,10524,10408,0,0.000,13263
Maryland,Washington County,38232,23448,1,0.001,01129
Maryland,Wicomico County,21878,20150,5,0.011,24045
Maryland,Worcester County,15386,7898,0,0.000,24047
Maryland,Baltimore city,20677,165350,33,0.016,24510
Massachusetts,Barnstable,10824,15685,1,0.003,0
Massachusetts,Bourne,5026,5988,0,0.000,0
Massachusetts,Brewster,2334,4905,0,0.000,0
Massachusetts,Chatham,1827,3043,0,0.000,0
Massachusetts,Dennis,3934,6179,0,0.000,0
Massachusetts,Eastham,1146,2840,0,0.000,0
Massachusetts,Falmouth,7282,13911,0,0.000,0
Massachusetts,Harwich,3363,5761,0,0.000,0
Massachusetts,Mashpee,4078,5977,0,0.000,0
Massachusetts,Orleans,1444,3227,0,0.000,0
Massachusetts,Provincetown,181,2399,0,0.000,0
Massachusetts,Sandwich,5922,7519,0,0.000,0
Massachusetts,Truro,339,1386,0,0.000,0
Massachusetts,Wellfleet,478,1887,0,0.000,0
Massachusetts,Yarmouth,5954,9025,0,0.000,0
Massachusetts,Adams,0,0,0,0.000,0
Massachusetts,Alford,50,271,0,0.000,0
Massachusetts,Becket,0,0,0,0.000,0
Massachusetts,Cheshire,775,1121,0,0.000,0
Massachusetts,Clarksburg,0,0,0,0.000,0
Massachusetts,Dalton,0,0,0,0.000,0
Massachusetts,Egremont,0,0,0,0.000,0
Massachusetts,Florida,0,0,0,0.000,12000
Massachusetts,Great Barrington,654,3364,0,0.000,0
Massachusetts,Hancock,207,257,0,0.000,0
Massachusetts,Hinsdale,402,771,0,0.000,0
Massachusetts,Lanesborough,602,1230,0,0.000,0
Massachusetts,Lee,977,2404,0,0.000,0
Massachusetts,Lenox,0,0,0,0.000,0
Massachusetts,Monterey,102,481,0,0.000,0
Massachusetts,Mount Washington,16,101,0,0.000,0
Massachusetts,New Ashford,0,0,0,0.000,0
Massachusetts,New Marlborough,264,677,0,0.000,0
Massachusetts,North Adams,1571,4174,0,0.000,0
Massachusetts,Otis,438,550,0,0.000,0
Massachusetts,Peru,216,299,0,0.000,0
Massachusetts,Pittsfield,4966,16158,0,0.000,0
Massachusetts,Richmond,215,827,0,0.000,0
Massachusetts,Sandisfield,200,305,0,0.000,0
Massachusetts,Savoy,161,226,0,0.000,0
Massachusetts,Sheffield,578,1541,0,0.000,0
Massachusetts,Stockbridge,237,1098,0,0.000,0
Massachusetts,Tyringham,72,233,0,0.000,0
Massachusetts,Washington,287,510,0,0.000,53000
Massachusetts,West Stockbridge,164,784,0,0.000,0
Massachusetts,Williamstown,487,3088,0,0.000,0
Massachusetts,Windsor,200,269,0,0.000,0
Massachusetts,Acushnet,3193,2550,0,0.000,0
Massachusetts,Attleboro,9127,13408,0,0.000,0
Massachusetts,Berkley,2244,1744,0,0.000,0
Massachusetts,Dartmouth,7567,9456,0,0.000,0
Massachusetts,Dighton,2473,2139,0,0.000,0
Massachusetts,Easton,5337,8440,0,0.000,0
Massachusetts,Fairhaven,4229,5028,0,0.000,0
Massachusetts,Fall River,13409,17379,0,0.000,0
Massachusetts,Freetown,2862,2446,0,0.000,0
Massachusetts,Mansfield,5145,9012,0,0.000,0
Massachusetts,New Bedford,12781,20805,0,0.000,0
Massachusetts,North Attleborough,6764,8943,0,0.000,0
Massachusetts,Norton,4551,5602,0,0.000,0
Massachusetts,Raynham,4233,4348,0,0.000,0
Massachusetts,Rehoboth,4026,3590,0,0.000,0
Massachusetts,Seekonk,3957,4769,0,0.000,0
Massachusetts,Somerset,5108,5811,0,0.000,0
Massachusetts,Swansea,5116,4734,0,0.000,0
Massachusetts,Taunton,11016,14704,0,0.000,0
Massachusetts,Westport,4947,5155,0,0.000,0
Massachusetts,Aquinnah,34,311,0,0.000,0
Massachusetts,Chilmark,110,795,0,0.000,0
Massachusetts,Edgartown,850,2181,0,0.000,0
Massachusetts,Gosnold,0,0,0,0.000,0
Massachusetts,Oak Bluffs,728,2401,0,0.000,0
Massachusetts,Tisbury,527,2156,0,0.000,0
Massachusetts,West Tisbury,338,1918,0,0.000,0
Massachusetts,Amesbury,3284,6692,0,0.000,0
Massachusetts,Andover,6395,13430,0,0.000,0
Massachusetts,Beverly,7057,16380,0,0.000,0
Massachusetts,Boxford,2235,3056,0,0.000,0
Massachusetts,Danvers,6662,9698,0,0.000,0
Massachusetts,Essex,790,1629,9,0.338,0
Massachusetts,Georgetown,2357,3002,0,0.000,0
Massachusetts,Gloucester,5308,11572,0,0.000,0
Massachusetts,Groveland,1961,2391,0,0.000,0
Massachusetts,Hamilton,1432,3289,0,0.000,0
Massachusetts,Haverhill,12410,18658,0,0.000,0
Massachusetts,Ipswich,3101,6189,0,0.000,0
Massachusetts,Lawrence,5776,16854,0,0.000,0
Massachusetts,Lynn,10191,24123,0,0.000,0
Massachusetts,Lynnfield,3949,4162,0,0.000,0
Massachusetts,Manchester,1007,2645,0,0.000,0
Massachusetts,Marblehead,3777,10089,0,0.000,0
Massachusetts,Merrimac,0,0,0,0.000,0
Massachusetts,Methuen,10945,14103,0,0.000,0
Massachusetts,Middleton,2936,2717,0,0.000,0
Massachusetts,Nahant,838,1599,0,0.000,0
Massachusetts,Newbury,1749,3112,0,0.000,0
Massachusetts,Newburyport,3241,9097,0,0.000,0
Massachusetts,North Andover,6531,11004,0,0.000,0
Massachusetts,Peabody,12688,16826,0,0.000,0
Massachusetts,Rockport,1307,3859,0,0.000,0
Massachusetts,Rowley,1936,2176,0,0.000,0
Massachusetts,Salem,5382,17786,0,0.000,0
Massachusetts,Salisbury,2587,2830,0,0.000,0
Massachusetts,Saugus,7349,7722,0,0.000,0
Massachusetts,Swampscott,2540,6816,0,0.000,0
Massachusetts,Topsfield,1600,2457,0,0.000,0
Massachusetts,Wenham,763,1757,0,0.000,0
Massachusetts,West Newbury,1051,2072,0,0.000,0
Massachusetts,Ashfield,180,993,0,0.000,0
Massachusetts,Bernardston,422,915,0,0.000,0
Massachusetts,Buckland,268,887,0,0.000,0
Massachusetts,Charlemont,235,492,0,0.000,0
Massachusetts,Colrain,306,667,0,0.000,0
Massachusetts,Conway,278,989,0,0.000,0
Massachusetts,Deerfield,834,2421,0,0.000,0
Massachusetts,Erving,0,0,0,0.000,0
Massachusetts,Gill,278,670,0,0.000,0
Massachusetts,Greenfield,0,0,0,0.000,0
Massachusetts,Hawley,70,155,0,0.000,0
Massachusetts,Heath,0,0,0,0.000,0
Massachusetts,Leverett,155,1140,0,0.000,0
Massachusetts,Leyden,155,330,0,0.000,0
Massachusetts,Monroe,0,0,0,0.000,0
Massachusetts,Montague,1200,3468,0,0.000,0
Massachusetts,New Salem,237,418,0,0.000,0
Massachusetts,Northfield,592,1211,0,0.000,0
Massachusetts,Orange,0,0,0,0.000,0
Massachusetts,Rowe,113,152,0,0.000,0
Massachusetts,Shelburne,0,0,0,0.000,0
Massachusetts,Shutesbury,144,1153,0,0.000,0
Massachusetts,Sunderland,0,0,0,0.000,0
Massachusetts,Warwick,0,0,0,0.000,0
Massachusetts,Wendell,0,0,0,0.000,0
Massachusetts,Whately,331,744,0,0.000,0
Massachusetts,Agawam,8021,7725,0,0.000,0
Massachusetts,Blandford,0,0,0,0.000,0
Massachusetts,Brimfield,0,0,0,0.000,0
Massachusetts,Chester,0,0,0,0.000,0
Massachusetts,Chicopee,10622,14452,0,0.000,0
Massachusetts,East Longmeadow,4612,5260,0,0.000,0
Massachusetts,Granville,565,402,0,0.000,0
Massachusetts,Hampden,1709,1532,5,0.140,0
Massachusetts,Holland,783,690,0,0.000,0
Massachusetts,Holyoke,4804,11013,0,0.000,0
Massachusetts,Longmeadow,3438,6599,0,0.000,0
Massachusetts,Ludlow,5660,5419,0,0.000,0
Massachusetts,Monson,2584,2440,0,0.000,0
Massachusetts,Montgomery,0,0,0,0.000,0
Massachusetts,Palmer,3240,3105,0,0.000,0
Massachusetts,Russell,0,0,0,0.000,0
Massachusetts,Southwick,3221,2359,0,0.000,0
Massachusetts,Springfield,13896,38849,0,0.000,0
Massachusetts,Tolland,186,136,0,0.000,0
Massachusetts,Wales,617,430,0,0.000,0
Massachusetts,Westfield,9695,9986,0,0.000,0
Massachusetts,West Springfield,5916,6985,0,0.000,0
Massachusetts,Wilbraham,4247,4920,0,0.000,0
Massachusetts,Amherst,849,10234,0,0.000,0
Massachusetts,Belchertown,3379,5728,0,0.000,0
Massachusetts,Chesterfield,287,510,0,0.000,0
Massachusetts,Cummington,159,412,0,0.000,0
Massachusetts,Easthampton,2504,7733,0,0.000,0
Massachusetts,Goshen,231,418,0,0.000,0
Massachusetts,Granby,1802,2039,0,0.000,0
Massachusetts,Hadley,918,2445,0,0.000,0
Massachusetts,Hatfield,683,1552,0,0.000,0
Massachusetts,Huntington,0,0,0,0.000,0
Massachusetts,Middlefield,0,0,0,0.000,0
Massachusetts,Northampton,1837,15219,0,0.000,0
Massachusetts,Pelham,88,818,0,0.000,0
Massachusetts,Plainfield,116,316,0,0.000,0
Massachusetts,Southampton,1811,2231,0,0.000,0
Massachusetts,South Hadley,3223,6587,0,0.000,0
Massachusetts,Ware,2440,2340,0,0.000,0
Massachusetts,Westhampton,272,678,0,0.000,0
Massachusetts,Williamsburg,337,1445,0,0.000,0
Massachusetts,Worthington,0,0,0,0.000,0
Massachusetts,Acton,2399,10793,0,0.000,0
Massachusetts,Arlington,4313,23024,0,0.000,0
Massachusetts,Ashby,1009,956,0,0.000,0
Massachusetts,Ashland,2926,7254,0,0.000,0
Massachusetts,Ayer,1534,2924,0,0.000,0
Massachusetts,Bedford,2183,6065,0,0.000,0
Massachusetts,Belmont,2920,11605,0,0.000,0
Massachusetts,Billerica,10532,12917,0,0.000,0
Massachusetts,Boxborough,784,2516,0,0.000,0
Massachusetts,Burlington,5510,9314,0,0.000,0
Massachusetts,Cambridge,3248,45426,0,0.000,0
Massachusetts,Carlisle,759,2746,0,0.000,0
Massachusetts,Chelmsford,7680,13635,0,0.000,0
Massachusetts,Concord,1972,10002,0,0.000,0
Massachusetts,Dracut,8692,8582,0,0.000,0
Massachusetts,Dunstable,868,1224,0,0.000,0
Massachusetts,Everett,4022,10343,0,0.000,0
Massachusetts,Framingham,7705,23613,0,0.000,0
Massachusetts,Groton,2108,4819,0,0.000,0
Massachusetts,Holliston,2543,6672,0,0.000,0
Massachusetts,Hopkinton,2936,6976,0,0.000,0
Massachusetts,Hudson,3850,7409,0,0.000,0
Massachusetts,Lexington,3298,16138,0,0.000,0
Massachusetts,Lincoln,661,3374,0,0.000,0
Massachusetts,Littleton,1977,4474,0,0.000,0
Massachusetts,Lowell,12054,24492,0,0.000,0
Massachusetts,Malden,5904,18417,0,0.000,0
Massachusetts,Marlborough,5827,12332,0,0.000,0
Massachusetts,Maynard,1651,4851,0,0.000,0
Massachusetts,Medford,7412,22717,0,0.000,0
Massachusetts,Melrose,4508,12847,0,0.000,0
Massachusetts,Natick,4890,15972,0,0.000,0
Massachusetts,Newton,8165,39428,0,0.000,0
Massachusetts,North Reading,4073,5501,0,0.000,0
Massachusetts,Pepperell,3170,3809,0,0.000,0
Massachusetts,Reading,5301,10791,0,0.000,0
Massachusetts,Sherborn,557,2206,0,0.000,0
Massachusetts,Shirley,1493,2099,0,0.000,0
Massachusetts,Somerville,4150,35392,0,0.000,0
Massachusetts,Stoneham,5348,8607,0,0.000,0
Massachusetts,Stow,1258,3544,0,0.000,0
Massachusetts,Sudbury,2611,9075,0,0.000,0
Massachusetts,Tewksbury,8631,9709,0,0.000,0
Massachusetts,Townsend,2601,2663,0,0.000,0
Massachusetts,Tyngsborough,3364,4028,0,0.000,0
Massachusetts,Wakefield,6019,10170,0,0.000,0
Massachusetts,Waltham,7624,19847,0,0.000,0
Massachusetts,Watertown,3795,14855,0,0.000,0
Massachusetts,Wayland,1681,7191,0,0.000,0
Massachusetts,Westford,4618,10078,0,0.000,0
Massachusetts,Weston,1703,5049,0,0.000,0
Massachusetts,Wilmington,6394,7950,0,0.000,0
Massachusetts,Winchester,3679,9445,0,0.000,0
Massachusetts,Woburn,8464,13504,0,0.000,0
Massachusetts,Nantucket,1912,5234,0,0.000,0
